Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
2331;Frau;Elfriede;Linker;Bonstetten;18;Bayern
2332;Herr;Winand;Rock;Großlittgen;31;Rheinland-Pfalz
2333;Herr;Bernhard;Bultmann;Brigachtal;93;Baden-Württemberg
2334;Frau;Viktor;Schuhmann;Weroth;57;Rheinland-Pfalz
2335;Herr;Christel;Uhde;Braunschweig;59;Niedersachsen
2336;Frau;Rudolph;Kubitz;Stedesand;59;Schleswig-Holstein
2337;Frau;Eunike;Güntner;Schillingen;99;Rheinland-Pfalz
2338;Frau;Dorkas;Ambros;Stetten;80;Bayern
2339;Herr;Helm;Merkl;Delmenhorst;02;Niedersachsen
2340;Herr;Folker;Weinand;Langenhorn;82;Schleswig-Holstein
2341;Frau;Heltrud;Heidler;Essen;68;Nordrhein-Westfalen
2342;Herr;Egon;Kowal;Weyher;19;Rheinland-Pfalz
2343;Frau;Christl;Christiansen;Zaberfeld;77;Baden-Württemberg
2344;Frau;Frohwald;Weidner;Sachsenheim;31;Baden-Württemberg
2345;Herr;Giesbert;Schwichtenberg;Rickenbach;63;Baden-Württemberg
2346;Herr;Birga;Schiffler;Braunschweig;45;Niedersachsen
2347;Frau;Marah;Schepers;Friedrichsgraben;88;Schleswig-Holstein
2348;Herr;Freimund;Meissner;Wrist;68;Schleswig-Holstein
2349;Herr;Hasso;Achenbach;Mackenheim;70;Hessen
2350;Herr;Sunhild;Scott;Frankfurt am Main;07;Hessen
2351;Frau;Brunhild;Wallner;Bernau;96;Baden-Württemberg
2352;k.A.;Heilmuth;Jonas;Salem;00;Schleswig-Holstein
2353;Frau;Anica;Knispel;Hörscheid;90;Rheinland-Pfalz
2354;Herr;Ingo;Hausdorf;Kumhausen;24;Bayern
2355;Frau;Friedhilde;Hamacher;Urbach;99;Rheinland-Pfalz
2356;Herr;Hasko;Harz;Darmstadt;55;Hessen
2357;Herr;Reinhilde;Eggeling;Schwerinsdorf;28;Niedersachsen
2358;Herr;Franzl;Thien;Staffhorst;52;Niedersachsen
2359;Frau;Frankmut;Hanser;Sielmingen;69;Baden-Württemberg
2360;Frau;Just;Birnbaum;Rade;51;Schleswig-Holstein
2361;Frau;Wastl;Lienert;Bechenheim;50;Rheinland-Pfalz
2362;k.A.;Lion;Maisel;Pritzier;85;Mecklenburg-Vorpommern
2363;Frau;Otheinrich;Doege;Gundersheim;80;Rheinland-Pfalz
2364;Frau;Urthe;Dreher;Willmering;09;Bayern
2365;k.A.;Wernhild;Roggenbuck;Göppingen;35;Baden-Württemberg
2366;Frau;Arnfred;Reisser;Hillesheim;07;Rheinland-Pfalz
2367;Herr;Ribana;Harm;Weißenborn;15;Hessen
2368;Frau;Rüdiger;Braune;Wuppertal;38;Nordrhein-Westfalen
2369;Frau;Doreen;Zehner;Bodensee;86;Niedersachsen
2370;Frau;Adam;Edelmann;Ottweiler;62;Saarland
2371;Herr;Lioba;Wels;Bayerbach;08;Bayern
2372;Herr;Käthchen;Heyne;Risum-Lindholm;22;Schleswig-Holstein
2373;Frau;Rosel;Jakubowski;Beckdorf;79;Niedersachsen
2374;Herr;Gundolf;Pick;Boksee;55;Schleswig-Holstein
2375;Herr;Klaudius;Eckel;Heidelberg;14;Baden-Württemberg
2376;Herr;Franziska;Böhl;Dernbach;81;Rheinland-Pfalz
2377;Frau;Lois;Wade;Dernbach;56;Rheinland-Pfalz
2378;k.A.;Jannick;Fritzsch;Brackenheim;63;Baden-Württemberg
2379;Frau;Madlen;Brügmann;Schorfheide;04;Brandenburg
2380;Herr;Finja;Völker;Eckersdorf;10;Bayern
2381;Herr;Paul;Märtens;Stuttgart;11;Baden-Württemberg
2382;Frau;Pierre;Büttgen;Woltersdorf;67;Niedersachsen
2383;Herr;Friedebert;Radau;Fischerbach;65;Baden-Württemberg
2384;k.A.;Danny;Guhr;Bremen;91;Bremen
2385;Herr;Reinhild;Caspar;Bad Salzuflen;97;Nordrhein-Westfalen
2386;k.A.;Christoph;Ewald;Keppeshausen;62;Rheinland-Pfalz
2387;Herr;Marlitt;Ludolph;Ober-Flörsheim;96;Rheinland-Pfalz
2388;Frau;Emmely;Weidinger;Berscheid;12;Rheinland-Pfalz
2389;Herr;Gerheide;Reeb;Kettenheim;35;Rheinland-Pfalz
2390;Frau;Stefani;Ritzmann;Kühsen;92;Schleswig-Holstein
2391;Herr;Fabio;Nowack;Waldorf;67;Rheinland-Pfalz
2392;Frau;Jessica;Singleton;Scheer;49;Baden-Württemberg
2393;Herr;Kathleen;Rave;Riesweiler;33;Rheinland-Pfalz
2394;Frau;Töns;Heublein;Dietingen;55;Baden-Württemberg
2395;Herr;Katja;Roosen;Pfronstetten;80;Baden-Württemberg
2396;Frau;Berit;Fisch;Reimershagen;04;Mecklenburg-Vorpommern
2397;Herr;Cilly;Krömer;Liebshausen;48;Rheinland-Pfalz
2398;Frau;Vera;Cole;Sprendlingen;59;Rheinland-Pfalz
2399;Frau;Roselius;Wieber;Leipzig;66;Sachsen
2400;Herr;Rainald;Wiest;Niederstadtfeld;26;Rheinland-Pfalz
2401;Frau;Ulfrida;Weiß;Argenthal;51;Rheinland-Pfalz
2402;k.A.;Sinah;Kater;Offenbach-Hundheim;28;Rheinland-Pfalz
2403;Herr;Wieland;Stelzner;Hütten;89;Rheinland-Pfalz
2404;Frau;Siegfried;Kähler;Braunweiler;09;Rheinland-Pfalz
2405;Frau;Antonio;Gerstmann;Battweiler;14;Rheinland-Pfalz
2406;Herr;Rieke;Knöller;Schlüchtern;04;Hessen
2407;Frau;Bertlinde;Helmrich;Wangen;31;Baden-Württemberg
2408;Herr;Chiara;Winterhalter;Oberau;10;Bayern
2409;Herr;Yasmin;Hartje;Rorodt;41;Rheinland-Pfalz
2410;Frau;Hanna;Priller;Hedeper;84;Niedersachsen
2411;Frau;Irmgard;Börsch;Kassel;57;Hessen
2412;Frau;Leandra;Köller;Süderende auf Föhr;84;Schleswig-Holstein
2413;Herr;Florentin;Kellerer;Rheinhausen;74;Baden-Württemberg
2414;Frau;Otwin;Langbehn;Geldern;85;Nordrhein-Westfalen
2415;Frau;Victoria;Rieß;Kastel-Staadt;52;Rheinland-Pfalz
2416;Herr;Alheide;Henseler;Auel;89;Rheinland-Pfalz
2417;k.A.;Reinholdt;Wicker;Obermaiselstein;11;Bayern
2418;Herr;Ellengard;Köcher;Lütz;94;Rheinland-Pfalz
2419;Herr;Elfgard;Häußler;Kriegsfeld;07;Rheinland-Pfalz
2420;Frau;Karolin;Kolberg;Großenwiehe;25;Schleswig-Holstein
2421;Herr;Luitpold;Gellrich;Wettrup;96;Niedersachsen
2422;Frau;Torben;Niemeier;Atting;40;Bayern
2423;k.A.;Lambert;Senioren;Niederhambach;94;Rheinland-Pfalz
2424;Herr;Falko;Bast;Achberg;86;Baden-Württemberg
2425;Frau;Evelore;Landau;Seinsheim;86;Bayern
2426;Herr;Deborah;Figge;Wallgau;82;Bayern
2427;Herr;Siegberta;Sammet;Otterwisch;68;Sachsen
2428;Herr;Henry;Neidhart;Hodorf;48;Schleswig-Holstein
2429;Frau;Hansfried;Meng;Beindersheim;68;Rheinland-Pfalz
2430;Frau;Giesela;Germer;Schirmitz;71;Bayern
2431;Herr;Lebrecht;Pommerenke;Hofgeismar;81;Hessen
2432;Frau;Cord;Stoll;Arnsberg;60;Nordrhein-Westfalen
2433;Herr;Udo;Breitwieser;Rastatt;11;Baden-Württemberg
2434;Frau;Reinhild;Stiewe;Schwäbisch Gmünd;34;Baden-Württemberg
2435;Frau;Lilia;Petrick;Elzweiler;26;Rheinland-Pfalz
2436;Frau;Isabel;Kilb;Wattenheim;69;Rheinland-Pfalz
2437;Frau;Jannik;Kratzer;Frankenfeld;89;Niedersachsen
2438;Herr;Karlotto;Wensing;Pleß;16;Bayern
2439;Herr;Roland;Mihm;Brande-Hörnerkirchen;64;Schleswig-Holstein
2440;Herr;Martrud;Castro;Kulmbach;51;Bayern
2441;Herr;Heiko;Knapp;Dreis-Brück;00;Rheinland-Pfalz
2442;Herr;Ingfried;Nieß;Großkrotzenburg;08;Hessen
2443;Herr;Marga;Auerswald;Brücktal;27;Rheinland-Pfalz
2444;Frau;Carl;Jäger;Wallenhorst;58;Niedersachsen
2445;Herr;Hedwig;Preußner;Stuttgart;60;Baden-Württemberg
2446;Herr;Leuthold;Kühnast;Neubrunn;15;Bayern
2447;Herr;Friedhelm;Heidinger;Ruthweiler;53;Rheinland-Pfalz
2448;k.A.;Christamaria;Ohle;Lohnweiler;57;Rheinland-Pfalz
2449;Frau;Tilli;Ertl;Medebach;49;Nordrhein-Westfalen
2450;Frau;Mira;Freye;Friedewald;34;Rheinland-Pfalz
2451;Frau;Sonnhild;Meinl;Mudershausen;65;Rheinland-Pfalz
2452;Herr;Ignatz;Matzner;Tremsbüttel;29;Schleswig-Holstein
2453;Herr;Gabriele;Kahl;Bingen am Rhein;94;Rheinland-Pfalz
2454;Frau;Renate;Oesterreich;Kettenkamp;21;Niedersachsen
2455;Herr;Dorlies;Kiehne;Herbstein;37;Hessen
2456;Herr;Ottomar;Klump;Groß Twülpstedt;69;Niedersachsen
2457;Herr;Eitelfritz;Pöllmann;Plüschow;27;Mecklenburg-Vorpommern
2458;Frau;Edelhard;Strauch;Oberdürenbach;76;Rheinland-Pfalz
2459;Herr;Jill;Göpel;Meckenbach;43;Rheinland-Pfalz
2460;Herr;Volkmar;Fliege;Mötzingen;44;Baden-Württemberg
2461;Frau;Florenz;Newman;Oberelbert;11;Rheinland-Pfalz
2462;Herr;Erica;Plagge;Nürnberg;93;Bayern
2463;k.A.;Friedlinde;Bolduan;Freiburg;58;Baden-Württemberg
2464;Herr;Weikhard;Janke;Stadland;54;Niedersachsen
2465;Frau;Leopoldina;Quednau;Sulzfeld;47;Bayern
2466;Frau;Cäzilie;Diehl;Filderstadt;16;Baden-Württemberg
2467;Herr;Tilmann;Binner;Bippen;80;Niedersachsen
2468;Frau;Ricarda;Reininger;Köln;84;Nordrhein-Westfalen
2469;Frau;Korbinian;Heckmann;Celle;83;Niedersachsen
2470;Frau;Sigbert;Graml;Karlsbad;07;Baden-Württemberg
2471;Herr;Milan;Holzhauer;Gillenfeld;50;Rheinland-Pfalz
2472;Frau;Kay;Welke;Nortorf;73;Schleswig-Holstein
2473;Frau;Rosie;Boger;Borstorf;13;Schleswig-Holstein
2474;Frau;Damian;Jabs;Dellstedt;75;Schleswig-Holstein
2475;Frau;Connor;Bell;Allenfeld;15;Rheinland-Pfalz
2476;Frau;Christl;Michaelis;Bargstall;14;Schleswig-Holstein
2477;Frau;Emerich;Moeller;Braunschweig;30;Niedersachsen
2478;Herr;Renald;Gunia;Stuttgart;70;Baden-Württemberg
2479;Herr;Ingelore;Gentsch;Streithausen;95;Rheinland-Pfalz
2480;Frau;Iselore;Krogmann;Glasehausen;06;Thüringen
2481;k.A.;Michelle;Strubel;Rinzenberg;37;Rheinland-Pfalz
2482;Herr;Lotta;Schlömer;Epfenbach;52;Baden-Württemberg
2483;Herr;Winfriede;Prior;Heusweiler;76;Saarland
2484;Frau;Freddy;Hense;Merdingen;18;Baden-Württemberg
2485;Frau;Elfgund;Rinck;Pfeffelbach;89;Rheinland-Pfalz
2486;Frau;René;Delgado;Beedenbostel;02;Niedersachsen
2487;Frau;Milena;Rummler;Scheer;97;Baden-Württemberg
2488;Frau;Niklaus;Brauns;Zehnhausen;78;Rheinland-Pfalz
2489;k.A.;Helmine;Kloss;Neustadt;05;Hessen
2490;Frau;Eckardt;Stammer;Weilen unter den Rinnen;67;Baden-Württemberg
2491;Herr;Rosa;Pilz;Geeste;24;Niedersachsen
2492;Herr;Walter;Manthey;Eppenbrunn;27;Rheinland-Pfalz
2493;k.A.;Martin;Thumann;Schömerich;19;Rheinland-Pfalz
2494;Herr;Klaas;Rodgers;Nebringen;20;Baden-Württemberg
2495;k.A.;Reglindis;Apelt;Penzberg;20;Bayern
2496;Herr;Annalena;Langlotz;Hebertshausen;16;Bayern
2497;Frau;Dietbald;Garbe;Geschendorf;38;Schleswig-Holstein
2498;Frau;Priska;Kleist;Steyerberg;00;Niedersachsen
2499;k.A.;Ingedore;Wein;Miesbach;96;Bayern
2500;Frau;Roberto;Eßmann;Ampfing;61;Bayern
2501;Frau;Erla;Schreiner;Steingaden;42;Bayern
2502;Herr;Hansmartin;Kratzsch;Obernfeld;68;Niedersachsen
2503;k.A.;Zenzi;Zahn;Züsch;30;Rheinland-Pfalz
2504;Frau;Sindy;Class;Hanau;57;Hessen
2505;Herr;Hannerose;Bönsch;Bad Schwalbach;71;Hessen
2506;Frau;Hippolytus;Bleicher;Hattersheim am Main;56;Hessen
2507;Herr;Marta;Trimborn;Sembach;77;Rheinland-Pfalz
2508;Frau;Manfred;Pötschke;Ahaus;43;Nordrhein-Westfalen
2509;Herr;Mareike;Strehlow;Kirchtimke;16;Niedersachsen
2510;Herr;Swanhild;Renn;Contwig;38;Rheinland-Pfalz
2511;k.A.;Robin;Meiler;Unterlüß;93;Niedersachsen
2512;Frau;Doreen;Ebner;Schnabelwaid;71;Bayern
2513;Frau;Helmtraud;Karbach;Wagenhausen;69;Rheinland-Pfalz
2514;Herr;Siegbert;Borchard;Endlichhofen;27;Rheinland-Pfalz
2515;Frau;Irmo;Buse;Mudersbach;15;Rheinland-Pfalz
2516;Herr;Berni;Hagemann;Sankt Alban;93;Rheinland-Pfalz
2517;Herr;Irmhilde;Steinhart;Alesheim;15;Bayern
2518;Frau;Thomas;Messerschmidt;Bielefeld;27;Nordrhein-Westfalen
2519;Herr;Heyo;Krach;Maßweiler;82;Rheinland-Pfalz
2520;Herr;Dankhard;Garbers;Steindorf;32;Bayern
2521;k.A.;Maja;Knecht;Dillenburg;99;Hessen
2522;Herr;Debora;Birke;Lorsch;44;Hessen
2523;Frau;Cirsten;Stünkel;Weilen unter den Rinnen;85;Baden-Württemberg
2524;Herr;Siegwald;Schwendemann;Büttlerdeich;69;Schleswig-Holstein
2525;Herr;Nikodem;Jaspers;Desloch;88;Rheinland-Pfalz
2526;Frau;Kurd;Rosenthal;Gorxheimertal;22;Hessen
2527;Herr;Nora;Greve;Horgau;10;Bayern
2528;Herr;Janett;Schirra;Duisburg;88;Nordrhein-Westfalen
2529;Herr;Rotger;Köstner;Weißenburg;11;Bayern
2530;Frau;Else;Hüttinger;Schwarzen;15;Rheinland-Pfalz
2531;Frau;Ulf;Bösel;Heimborn;46;Rheinland-Pfalz
2532;Frau;Ilka;Jochheim;Braunsbach;63;Baden-Württemberg
2533;Herr;Anni;Pluta;Alfdorf;93;Baden-Württemberg
2534;Herr;Ida;Kirbach;Römerberg;27;Rheinland-Pfalz
2535;Frau;Irmo;Junge;Barnstorf;89;Niedersachsen
2536;k.A.;Florian;Günes;Rettershain;07;Rheinland-Pfalz
2537;Frau;Erdfried;Eberlein;Vlotho;01;Nordrhein-Westfalen
2538;Frau;Valerie;Hit;Köln;15;Nordrhein-Westfalen
2539;Herr;Waldfried;Claußen;Dudenhofen;06;Rheinland-Pfalz
2540;Herr;Wulfhardt;Damm;Pößneck;43;Thüringen
2541;k.A.;Botho;Kräuter;Fränkisch-Crumbach;92;Hessen
2542;Frau;Irmgart;Busche;Bad Schlema;20;Sachsen
2543;k.A.;Bruna;Ebbinghaus;Hochdorf an der Enz;90;Baden-Württemberg
2544;Frau;Marlinde;Meder;Biebertal;28;Hessen
2545;k.A.;Holm;Fehler;Leutenbach;84;Bayern
2546;Herr;Hanny;Röber;Landhaussiedlung;57;Baden-Württemberg
2547;Frau;Dierk;Deiss;Wangen;35;Baden-Württemberg
2548;Frau;Gerfriede;Häußer;Bühnsdorf;77;Schleswig-Holstein
2549;Herr;Margaritta;Pappert;Wittenau;50;Berlin
2550;Frau;Ricarda;Brauer;Neustadt an der Weinstraße;47;Rheinland-Pfalz
2551;Herr;Pierre;Schnapp;Oedheim;87;Baden-Württemberg
2552;Herr;Marielene;Bergemann;Kassieck;18;Sachsen-Anhalt
2553;k.A.;Lotte;Greven;Aachen;91;Nordrhein-Westfalen
2554;Frau;Gunter;Zeidler;Marl;88;Niedersachsen
2555;Herr;Kunibert;Hilgenberg;Seelbach;51;Rheinland-Pfalz
2556;Frau;Ina;Werder;Gauting;97;Bayern
2557;Herr;Yannic;Söder;Sassen;19;Rheinland-Pfalz
2558;Frau;Dorlies;Meinecke;Schlat;34;Baden-Württemberg
2559;Herr;Holm;Wöstmann;Süderau;01;Schleswig-Holstein
2560;Herr;Ignatia;Joost;Bamberg;15;Bayern
2561;Herr;Teresa;Striegel;Unterschneidheim;60;Baden-Württemberg
2562;k.A.;Herzlinde;Faupel;Grevenbroich;65;Nordrhein-Westfalen
2563;Frau;Grimbert;Kalthoff;Eimke;41;Niedersachsen
2564;Frau;Friederike;Müllner;Kyllburg;68;Rheinland-Pfalz
2565;Frau;Wladislaus;Klein;Hahausen;09;Niedersachsen
2566;Herr;Lenard;Steenbock;Blaufelden;31;Baden-Württemberg
2567;Herr;Augustinus;Gast;Remscheid;98;Nordrhein-Westfalen
2568;Frau;Edda;Rix;Kamen;62;Nordrhein-Westfalen
2569;Frau;Nikodemus;Nowicki;Neumünster;54;Schleswig-Holstein
2570;Herr;Enrico;Hierl;Fahrenkrug;48;Schleswig-Holstein
2571;Frau;Lottemaria;Springer;Schwerin;89;Brandenburg
2572;Herr;Klauspeter;Methner;Saarbrücken;33;Saarland
2573;Frau;Sidonius;Mendel;Freiburg;37;Baden-Württemberg
2574;Herr;Frohlinde;Markgraf;Wasserlosen;28;Bayern
2575;k.A.;Nunzius;Gehling;Rudow;58;Berlin
2576;Frau;Mattis;Stelling;Hattenhofen;75;Baden-Württemberg
2577;Herr;Wilfriede;Burkart;Oberfischbach;30;Rheinland-Pfalz
2578;Frau;Paulina;Wolff;Bad Münder am Deister;60;Niedersachsen
2579;Herr;Hermelinde;Götsch;Fensdorf;18;Rheinland-Pfalz
2580;Frau;Peter;Ertel;Herold;82;Rheinland-Pfalz
2581;Herr;Antje;Ehling;Mainz am Rhein;44;Rheinland-Pfalz
2582;Herr;Florentin;Lohr;Prutting;27;Bayern
2583;Frau;Frank;Kerkmann;Bimöhlen;14;Schleswig-Holstein
2584;Herr;Klothilde;Luz;Günzburg;31;Bayern
2585;Herr;Edelwald;Woltmann;Euskirchen;96;Nordrhein-Westfalen
2586;Herr;Bertwin;Labahn;Fockbek;05;Schleswig-Holstein
2587;Herr;Stilla;Puchta;Enkenbach-Alsenborn;03;Rheinland-Pfalz
2588;Frau;Marika;Schnitker;Nordheim;38;Baden-Württemberg
2589;Frau;Inga;Jakubowski;Müden;19;Niedersachsen
2590;Frau;Jeremy;Tschirner;Elchweiler;25;Rheinland-Pfalz
2591;Frau;Gerlach;Schaumann;Karlsruhe;18;Baden-Württemberg
2592;Herr;Meta;Greiner;Johanniskirchen;48;Bayern
2593;k.A.;Erlwine;Petter;Großensee;59;Schleswig-Holstein
2594;Frau;Hansjörg;Kind;Steinmauern;98;Baden-Württemberg
2595;Herr;Luitwin;Grad;Molsberg;71;Rheinland-Pfalz
2596;Herr;Thorsten;Ulmer;Lauschied;28;Rheinland-Pfalz
2597;Frau;Detlef;Görg;Gaiberg;92;Baden-Württemberg
2598;Frau;Marbod;Schmöller;Hungenroth;60;Rheinland-Pfalz
2599;Frau;Anika;Steinbock;Schneizlreuth;89;Bayern
2600;Herr;Alissa;Knaus;Rorodt;32;Rheinland-Pfalz
2601;Herr;Wilfrid;Sing;Freilingen;37;Rheinland-Pfalz
2602;Herr;Christina;Klopfer;Wasserliesch;32;Rheinland-Pfalz
2603;Frau;Marietraud;Stubbe;Brühl;67;Nordrhein-Westfalen
2604;Herr;Lisel;Appelt;Pottum;08;Rheinland-Pfalz
2605;Frau;Wernher;Paas;Kludenbach;94;Rheinland-Pfalz
2606;Herr;Sibylle;Heinen;Andechs;48;Bayern
2607;k.A.;Otthart;Traber;Wrestedt;59;Niedersachsen
2608;Frau;Antonio;Brandenburger;Brunnen;22;Bayern
2609;Frau;Burkhard;Owen;Breuna;02;Hessen
2610;Herr;Gerda;Ralf;Selm;31;Nordrhein-Westfalen
2611;Frau;Torsten;Krengel;Reichenbach;78;Rheinland-Pfalz
2612;k.A.;Anemone;Bochmann;Bremerhaven;53;Bremen
2613;Frau;Freimuth;Gratz;Hellenthal;12;Nordrhein-Westfalen
2614;Herr;Gundhard;Kirner;Gödenroth;97;Rheinland-Pfalz
2615;Frau;Elsabe;Sens;Northeim;21;Niedersachsen
2616;Frau;Renatus;Kneip;Dorstadt;91;Niedersachsen
2617;Herr;Bennet;Muhl;Biberbach;10;Bayern
2618;Frau;Edelfried;Stitz;Waldkirch;86;Baden-Württemberg
2619;Frau;Aileen;Bergemann;Brinkum;37;Niedersachsen
2620;Frau;Franzi;Krauskopf;Steinbach am Glan;03;Rheinland-Pfalz
2621;Frau;Melisande;Haberstroh;Ahlerstedt;90;Niedersachsen
2622;k.A.;Willrich;Wohlers;Parsau;99;Niedersachsen
2623;Herr;Bartold;Hilscher;Jettenbach;83;Bayern
2624;Herr;Eduard;Kupfer;Hillesheim;13;Rheinland-Pfalz
2625;Frau;Valeska;Arns;Münnerstadt;58;Bayern
2626;k.A.;Remigius;Hübler;Todtmoos;49;Baden-Württemberg
2627;Frau;Heidelore;Schallenberg;Pantenburg;62;Rheinland-Pfalz
2628;Herr;Monica;Greer;Bockhorn;31;Niedersachsen
2629;Herr;Reginhardt;Hunold;Magdeburg;71;Sachsen-Anhalt
2630;Herr;Ingemarie;Steinhauser;Wiesloch;98;Baden-Württemberg
2631;k.A.;Barnabas;Pickl;Michelbach;52;Rheinland-Pfalz
2632;Herr;Ruthild;Miksch;Weißenstadt;41;Bayern
2633;Frau;Arlinde;Halter;Daxweiler;32;Rheinland-Pfalz
2634;k.A.;Artur;Schwarte;Mutterschied;20;Rheinland-Pfalz
2635;Herr;Isfried;Faas;Duisburg;97;Nordrhein-Westfalen
2636;Herr;Kathrinchen;Dengel;Winterscheid;58;Rheinland-Pfalz
2637;Herr;Elsa;Maag;Niederhosenbach;59;Rheinland-Pfalz
2638;Herr;Otti;Reschke;Karlsruhe;01;Baden-Württemberg
2639;Herr;Hilgrun;Thode;Überherrn;91;Saarland
2640;Herr;Kornelius;Rubin;Aachen;34;Nordrhein-Westfalen
2641;Herr;Paul;Schuld;Moschheim;94;Rheinland-Pfalz
2642;Frau;Zenzi;Voss;Kalefeld;80;Niedersachsen
2643;Herr;Annetraud;Plum;Marienberg;60;Sachsen
2644;Frau;Edeltrudis;Lohe;Oster-Ohrstedt;07;Schleswig-Holstein
2645;Herr;Hanno;Meyer;Radbruch;78;Niedersachsen
2646;Frau;Friedlinde;Topal;Waake;92;Niedersachsen
2647;Frau;Irmtraut;Wiedner;Wöhrden;72;Schleswig-Holstein
2648;Herr;Stefan;Siegler;Dietingen;76;Baden-Württemberg
2649;Herr;Elfrun;Spyra;Egesheim;62;Baden-Württemberg
2650;Frau;Gero;Ehrmann;Sellerich;69;Rheinland-Pfalz
2651;Frau;Senta;Rathjen;Wildpoldsried;34;Bayern
2652;Herr;Lennart;Lohe;Essen;00;Nordrhein-Westfalen
2653;Frau;Dietz;Bates;Wrohm;31;Schleswig-Holstein
2654;Frau;Arnd;Kalmbach;Rot an der Rot;70;Baden-Württemberg
2655;Herr;Gerold;Jaeckel;Schieder-Schwalenberg;23;Nordrhein-Westfalen
2656;Herr;Maria;Olsen;Limbach-Oberfrohna;36;Sachsen
2657;Frau;Hildegardt;Pohl;Minden;86;Nordrhein-Westfalen
2658;Frau;Sighild;Scheld;Bundenbach;87;Rheinland-Pfalz
2659;Herr;Jutta;Heilig;Wartenberg;34;Berlin
2660;Frau;Anneros;Gutekunst;Pleizenhausen;81;Rheinland-Pfalz
2661;Frau;Niclas;Fuhrmann;Schallbach;67;Baden-Württemberg
2662;Herr;Birgitta;Nacke;Dortmund;90;Nordrhein-Westfalen
2663;Herr;Swanhild;Enger;Jagstzell;98;Baden-Württemberg
2664;Frau;Eitelbert;Kleinwächter;Nienwohld;44;Schleswig-Holstein
2665;Herr;Jacqueline;Mildner;Setzingen;10;Baden-Württemberg
2666;Herr;Chantale;Houben;Heinkenborstel;14;Schleswig-Holstein
2667;Herr;Elsabe;Matthäus;Eppenberg;36;Rheinland-Pfalz
2668;Herr;Madlen;Juric;Mehmke;73;Sachsen-Anhalt
2669;k.A.;Noel;Imhoff;Winnert;08;Schleswig-Holstein
2670;Frau;Friedliese;Hüls;Börger;03;Niedersachsen
2671;Frau;Heliane;Behler;Zell;53;Rheinland-Pfalz
2672;Herr;Robby;Heiermann;Lautertal;79;Hessen
2673;Frau;Ehrhardt;Lutter;Bergneustadt;87;Nordrhein-Westfalen
2674;Frau;Inkmar;Leinen;Eddelak;02;Schleswig-Holstein
2675;Herr;Leberecht;Karstens;Langen;58;Hessen
2676;Herr;Krimhilde;Dresel;Niederhausen an der Appel;14;Rheinland-Pfalz
2677;Herr;Otbert;Wengler;Köln;32;Nordrhein-Westfalen
2678;Frau;Rudolph;Nier;Holzweißig;49;Sachsen-Anhalt
2679;k.A.;Alexander;Wölfer;Neubulach;43;Baden-Württemberg
2680;Herr;Curd;Farkas;Dreieich;34;Hessen
2681;Frau;Beatrice;Steinmann;Weißwasser;82;Sachsen
2682;Herr;Centa;Hartlieb;Bahrdorf;28;Niedersachsen
2683;Frau;Gretlies;Lahr;Rostock;10;Mecklenburg-Vorpommern
2684;Frau;Toralf;Vedes;Trier;25;Rheinland-Pfalz
2685;Herr;Wilhardt;Heber;Frankfurt am Main;07;Hessen
2686;Herr;Rouven;Pfefferkorn;München;54;Bayern
2687;Herr;Griseldis;Thees;Stolberg;00;Nordrhein-Westfalen
2688;Frau;Evamaria;Hüller;Landrecht;88;Schleswig-Holstein
2689;Frau;Hansgünter;Rathjen;Harschbach;36;Rheinland-Pfalz
2690;Frau;Laurenz;Ziegenbein;Prisdorf;27;Schleswig-Holstein
2691;Herr;Rothmund;Lackmann;Stemshorn;84;Niedersachsen
2692;Frau;Gerhild;Weinhardt;Laubach;74;Rheinland-Pfalz
2693;Herr;Freimut;Jahn;Kressbronn am Bodensee;08;Baden-Württemberg
2694;Herr;Lienhardt;Karl;Halfing;09;Bayern
2695;Frau;Ottmar;Ratajczak;Kasseburg;73;Schleswig-Holstein
2696;Herr;Wulf;Jäckel;Helse;26;Schleswig-Holstein
2697;Frau;Gudrun;Jans;Rotenhain;88;Rheinland-Pfalz
2698;Herr;Runald;Lautenschläger;Adelebsen;43;Niedersachsen
2699;Herr;Eyck;Moog;Krähenberg;67;Rheinland-Pfalz
2700;Frau;Gerdhilde;Borg;Erharting;76;Bayern
2701;Herr;Franka;Lumpp;Roggenstorf;23;Mecklenburg-Vorpommern
2702;Herr;Konstantin;Chmielewski;Remscheid;29;Nordrhein-Westfalen
2703;Herr;Gerthold;Hube;Walldorf;57;Baden-Württemberg
2704;Frau;Edelhard;Plewka;Hünfelden;24;Hessen
2705;Frau;Rosemie;Mechler;Külz;86;Rheinland-Pfalz
2706;Frau;Elkmar;Leukel;Pottum;81;Rheinland-Pfalz
2707;Frau;Tilman;Birk;Preischeid;85;Rheinland-Pfalz
2708;Herr;Moritz;Scherer;Mühlheim am Main;36;Hessen
2709;Herr;Godo;Bechmann;Alpen;73;Nordrhein-Westfalen
2710;Herr;Ringo;Gartmann;Saulheim;11;Rheinland-Pfalz
2711;Herr;Alexander;Emde;Dietmannsried;87;Bayern
2712;Frau;Annekatrin;Henker;Stuttgart;78;Baden-Württemberg
2713;k.A.;Gerburg;Kamin;Essenbach;59;Bayern
2714;Frau;Arnfried;Geppert;Chüden;31;Sachsen-Anhalt
2715;Frau;Margreth;Krieg;Münster;16;Nordrhein-Westfalen
